,MW,type
SPMDtex_reverse_num4,41.2198,proteozyme
SUCCtex_reverse_num1,41.2198,proteozyme
SUCCtex_reverse_num2,116.766,proteozyme
SUCCtex_reverse_num3,117.9999,proteozyme
SUCCtex_reverse_num4,121.1044,proteozyme
SUCRtex_reverse_num1,41.2198,proteozyme
SUCRtex_reverse_num2,116.766,proteozyme
SUCRtex_reverse_num3,117.9999,proteozyme
SUCRtex_reverse_num4,121.1044,proteozyme
TARTRtex_reverse_num1,41.2198,proteozyme
TARTRtex_reverse_num2,116.766,proteozyme
TARTRtex_reverse_num3,117.9999,proteozyme
TARTRtex_reverse_num4,121.1044,proteozyme
TAURtex_reverse_num1,41.2198,proteozyme
TAURtex_reverse_num2,116.766,proteozyme
TAURtex_reverse_num3,117.9999,proteozyme
TAURtex_reverse_num4,121.1044,proteozyme
THRtex_reverse_num1,41.2198,proteozyme
THRtex_reverse_num2,116.766,proteozyme
THRtex_reverse_num3,117.9999,proteozyme
THRtex_reverse_num4,121.1044,proteozyme
THMDtex_reverse_num1,41.2198,proteozyme
THMDtex_reverse_num2,116.766,proteozyme
THMDtex_reverse_num3,117.9999,proteozyme
THMDtex_reverse_num4,121.1044,proteozyme
METDtex_reverse_num1,41.2198,proteozyme
METDtex_reverse_num2,116.766,proteozyme
METDtex_reverse_num3,117.9999,proteozyme
METDtex_reverse_num4,121.1044,proteozyme
METtex_reverse_num1,41.2198,proteozyme
METtex_reverse_num2,116.766,proteozyme
METtex_reverse_num3,117.9999,proteozyme
METtex_reverse_num4,121.1044,proteozyme
MNLtex_reverse_num1,116.766,proteozyme
MNLtex_reverse_num2,41.2198,proteozyme
MNLtex_reverse_num3,121.1044,proteozyme
MNLtex_reverse_num4,117.9999,proteozyme
NAtex_reverse_num1,41.2198,proteozyme
NAtex_reverse_num2,116.766,proteozyme
NAtex_reverse_num3,117.9999,proteozyme
NAtex_reverse_num4,121.1044,proteozyme
NACtex_reverse_num1,41.2198,proteozyme
NACtex_reverse_num2,116.766,proteozyme
NACtex_reverse_num3,117.9999,proteozyme
NACtex_reverse_num4,121.1044,proteozyme
NH4tex_reverse_num1,116.766,proteozyme
NH4tex_reverse_num2,41.2198,proteozyme
NH4tex_reverse_num3,121.1044,proteozyme
NH4tex_reverse_num4,117.9999,proteozyme
BUTtex_reverse_num1,41.2198,proteozyme
BUTtex_reverse_num2,116.766,proteozyme
BUTtex_reverse_num3,117.9999,proteozyme
BUTtex_reverse_num4,121.1044,proteozyme
CHLtex_reverse_num1,41.2198,proteozyme
CHLtex_reverse_num2,116.766,proteozyme
CHLtex_reverse_num3,117.9999,proteozyme
CHLtex_reverse_num4,121.1044,proteozyme
CO2tex_reverse_num1,41.2198,proteozyme
CO2tex_reverse_num2,116.766,proteozyme
CO2tex_reverse_num3,117.9999,proteozyme
CO2tex_reverse_num4,121.1044,proteozyme
CRNtex_reverse_num1,41.2198,proteozyme
CRNtex_reverse_num2,116.766,proteozyme
CRNtex_reverse_num3,117.9999,proteozyme
CRNtex_reverse_num4,121.1044,proteozyme
DINStex_reverse_num1,41.2198,proteozyme
DINStex_reverse_num2,116.766,proteozyme
DINStex_reverse_num3,117.9999,proteozyme
DINStex_reverse_num4,121.1044,proteozyme
DMStex_reverse_num1,41.2198,proteozyme
DMStex_reverse_num2,116.766,proteozyme
DMStex_reverse_num3,117.9999,proteozyme
DMStex_reverse_num4,121.1044,proteozyme
CSNtex_reverse_num1,41.2198,proteozyme
CSNtex_reverse_num2,116.766,proteozyme
CSNtex_reverse_num3,117.9999,proteozyme
CSNtex_reverse_num4,121.1044,proteozyme
CYNTtex_reverse_num1,117.9999,proteozyme
CYNTtex_reverse_num2,121.1044,proteozyme
CYNTtex_reverse_num3,116.766,proteozyme
CYNTtex_reverse_num4,41.2198,proteozyme
CYStex_reverse_num1,41.2198,proteozyme
CYStex_reverse_num2,116.766,proteozyme
CYStex_reverse_num3,117.9999,proteozyme
CYStex_reverse_num4,121.1044,proteozyme
CYTDtex_reverse_num1,41.2198,proteozyme
CYTDtex_reverse_num2,116.766,proteozyme
CYTDtex_reverse_num3,117.9999,proteozyme
CYTDtex_reverse_num4,121.1044,proteozyme
DCAtex_reverse_num1,41.2198,proteozyme
DCAtex_reverse_num2,116.766,proteozyme
DCAtex_reverse_num3,117.9999,proteozyme
DCAtex_reverse_num4,121.1044,proteozyme
DCYTtex_reverse,33.589,proteozyme
DGSNtex_reverse_num1,41.2198,proteozyme
DGSNtex_reverse_num2,116.766,proteozyme
DGSNtex_reverse_num3,117.9999,proteozyme
DGSNtex_reverse_num4,121.1044,proteozyme
LCTStex_reverse_num1,41.2198,proteozyme
LCTStex_reverse_num2,116.766,proteozyme
LCTStex_reverse_num3,117.9999,proteozyme
LCTStex_reverse_num4,121.1044,proteozyme
LEUtex_reverse_num1,41.2198,proteozyme
LEUtex_reverse_num2,116.766,proteozyme
LEUtex_reverse_num3,117.9999,proteozyme
LEUtex_reverse_num4,121.1044,proteozyme
LYStex_reverse_num1,41.2198,proteozyme
LYStex_reverse_num2,116.766,proteozyme
LYStex_reverse_num3,117.9999,proteozyme
LYStex_reverse_num4,121.1044,proteozyme
LYXtex_reverse_num1,41.2198,proteozyme
LYXtex_reverse_num2,116.766,proteozyme
LYXtex_reverse_num3,117.9999,proteozyme
LYXtex_reverse_num4,121.1044,proteozyme
MANtex_reverse_num1,41.2198,proteozyme
MANtex_reverse_num2,116.766,proteozyme
MANtex_reverse_num3,117.9999,proteozyme
MANtex_reverse_num4,121.1044,proteozyme
MAN6Ptex_reverse_num1,117.9999,proteozyme
MAN6Ptex_reverse_num2,121.1044,proteozyme
MAN6Ptex_reverse_num3,116.766,proteozyme
MAN6Ptex_reverse_num4,41.2198,proteozyme
MELIBtex_reverse_num1,41.2198,proteozyme
MELIBtex_reverse_num2,116.766,proteozyme
MELIBtex_reverse_num3,117.9999,proteozyme
MELIBtex_reverse_num4,121.1044,proteozyme
DMSOtex_reverse_num1,41.2198,proteozyme
DMSOtex_reverse_num2,116.766,proteozyme
DMSOtex_reverse_num3,117.9999,proteozyme
DMSOtex_reverse_num4,121.1044,proteozyme
DURItex_reverse,33.589,proteozyme
FRUtex_reverse_num1,41.2198,proteozyme
FRUtex_reverse_num2,116.766,proteozyme
FRUtex_reverse_num3,117.9999,proteozyme
FRUtex_reverse_num4,121.1044,proteozyme
FUCtex_reverse_num1,41.2198,proteozyme
FUCtex_reverse_num2,116.766,proteozyme
FUCtex_reverse_num3,117.9999,proteozyme
FUCtex_reverse_num4,121.1044,proteozyme
FUMtex_reverse_num1,41.2198,proteozyme
FUMtex_reverse_num2,116.766,proteozyme
FUMtex_reverse_num3,117.9999,proteozyme
FUMtex_reverse_num4,121.1044,proteozyme
ACACT5r_reverse_num1,81.7524,proteozyme
ACACT5r_reverse_num2,46.5305,proteozyme
FE2tex_reverse_num1,116.766,proteozyme
FE2tex_reverse_num2,41.2198,proteozyme
FE2tex_reverse_num3,121.1044,proteozyme
FE2tex_reverse_num4,117.9999,proteozyme
NMNtex_reverse_num1,41.2198,proteozyme
NMNtex_reverse_num2,116.766,proteozyme
NMNtex_reverse_num3,117.9999,proteozyme
NMNtex_reverse_num4,121.1044,proteozyme
NO2tex_reverse_num1,41.2198,proteozyme
NO2tex_reverse_num2,116.766,proteozyme
NO2tex_reverse_num3,117.9999,proteozyme
NO2tex_reverse_num4,121.1044,proteozyme
MTHFC_reverse,62.0875,proteozyme
MTHFD_reverse,62.0875,proteozyme
BUTt2rpp_reverse,47.5277,proteozyme
GDPtex_reverse_num1,121.1044,proteozyme
GDPtex_reverse_num2,117.9999,proteozyme
GDPtex_reverse_num3,41.2198,proteozyme
GDPtex_reverse_num4,116.766,proteozyme
TMAtex_reverse_num1,41.2198,proteozyme
TMAtex_reverse_num2,116.766,proteozyme
TMAtex_reverse_num3,117.9999,proteozyme
TMAtex_reverse_num4,121.1044,proteozyme
TMAOtex_reverse_num1,41.2198,proteozyme
TMAOtex_reverse_num2,116.766,proteozyme
TMAOtex_reverse_num3,117.9999,proteozyme
TMAOtex_reverse_num4,121.1044,proteozyme
TREtex_reverse_num1,41.2198,proteozyme
TREtex_reverse_num2,116.766,proteozyme
TREtex_reverse_num3,117.9999,proteozyme
TREtex_reverse_num4,121.1044,proteozyme
ACACT6r_reverse_num1,46.5305,proteozyme
ACACT6r_reverse_num2,81.7524,proteozyme
TRPtex_reverse_num1,41.2198,proteozyme
TRPtex_reverse_num2,116.766,proteozyme
TRPtex_reverse_num3,117.9999,proteozyme
TRPtex_reverse_num4,121.1044,proteozyme
TSULtex_reverse_num1,41.2198,proteozyme
TSULtex_reverse_num2,116.766,proteozyme
TSULtex_reverse_num3,117.9999,proteozyme
TSULtex_reverse_num4,121.1044,proteozyme
TYRtex_reverse_num1,41.2198,proteozyme
TYRtex_reverse_num2,116.766,proteozyme
TYRtex_reverse_num3,117.9999,proteozyme
TYRtex_reverse_num4,121.1044,proteozyme
URAtex_reverse_num1,41.2198,proteozyme
URAtex_reverse_num2,116.766,proteozyme
URAtex_reverse_num3,117.9999,proteozyme
URAtex_reverse_num4,121.1044,proteozyme
UREAtex_reverse_num1,41.2198,proteozyme
UREAtex_reverse_num2,116.766,proteozyme
UREAtex_reverse_num3,117.9999,proteozyme
UREAtex_reverse_num4,121.1044,proteozyme
URItex_reverse,33.589,proteozyme
VALtex_reverse_num1,41.2198,proteozyme
VALtex_reverse_num2,116.766,proteozyme
VALtex_reverse_num3,117.9999,proteozyme
VALtex_reverse_num4,121.1044,proteozyme
XANtex_reverse_num1,41.2198,proteozyme
XANtex_reverse_num2,116.766,proteozyme
XANtex_reverse_num3,117.9999,proteozyme
XANtex_reverse_num4,121.1044,proteozyme
XYLtex_reverse_num1,41.2198,proteozyme
XYLtex_reverse_num2,116.766,proteozyme
XYLtex_reverse_num3,117.9999,proteozyme
XYLtex_reverse_num4,121.1044,proteozyme
ABUTtex_reverse_num1,41.2198,proteozyme
ABUTtex_reverse_num2,116.766,proteozyme
ABUTtex_reverse_num3,117.9999,proteozyme
ABUTtex_reverse_num4,121.1044,proteozyme
GGGABADr_reverse,53.4186,proteozyme
MALTATr_reverse,60.288,proteozyme
23CAMPtex_reverse_num1,41.2198,proteozyme
23CAMPtex_reverse_num2,116.766,proteozyme
23CAMPtex_reverse_num3,117.9999,proteozyme
23CAMPtex_reverse_num4,121.1044,proteozyme
23CCMPtex_reverse_num1,41.2198,proteozyme
23CCMPtex_reverse_num2,116.766,proteozyme
23CCMPtex_reverse_num3,117.9999,proteozyme
23CCMPtex_reverse_num4,121.1044,proteozyme
23CUMPtex_reverse_num1,41.2198,proteozyme
23CUMPtex_reverse_num2,116.766,proteozyme
23CUMPtex_reverse_num3,117.9999,proteozyme
23CUMPtex_reverse_num4,121.1044,proteozyme
23CGMPtex_reverse_num1,41.2198,proteozyme
23CGMPtex_reverse_num2,116.766,proteozyme
23CGMPtex_reverse_num3,117.9999,proteozyme
23CGMPtex_reverse_num4,121.1044,proteozyme
3AMPtex_reverse_num1,41.2198,proteozyme
3AMPtex_reverse_num2,116.766,proteozyme
3AMPtex_reverse_num3,117.9999,proteozyme
3AMPtex_reverse_num4,121.1044,proteozyme
3CMPtex_reverse_num1,41.2198,proteozyme
3CMPtex_reverse_num2,116.766,proteozyme
3CMPtex_reverse_num3,117.9999,proteozyme
3CMPtex_reverse_num4,121.1044,proteozyme
ALAGLUE_reverse,34.674,proteozyme
ETHSO3tex_reverse_num1,41.2198,proteozyme
ETHSO3tex_reverse_num2,116.766,proteozyme
ETHSO3tex_reverse_num3,117.9999,proteozyme
ETHSO3tex_reverse_num4,121.1044,proteozyme
BUTSO3tex_reverse_num1,41.2198,proteozyme
BUTSO3tex_reverse_num2,116.766,proteozyme
BUTSO3tex_reverse_num3,117.9999,proteozyme
BUTSO3tex_reverse_num4,121.1044,proteozyme
LIPOtex_reverse_num1,117.9999,proteozyme
LIPOtex_reverse_num2,41.2198,proteozyme
LIPOtex_reverse_num3,121.1044,proteozyme
LIPOtex_reverse_num4,116.766,proteozyme
GALBDtex_reverse_num1,117.9999,proteozyme
GALBDtex_reverse_num2,121.1044,proteozyme
GALBDtex_reverse_num3,116.766,proteozyme
GALBDtex_reverse_num4,41.2198,proteozyme
SULFACtex_reverse_num1,116.766,proteozyme
SULFACtex_reverse_num2,41.2198,proteozyme
SULFACtex_reverse_num3,121.1044,proteozyme
SULFACtex_reverse_num4,117.9999,proteozyme
NOtex_reverse_num1,41.2198,proteozyme
NOtex_reverse_num2,116.766,proteozyme
NOtex_reverse_num3,117.9999,proteozyme
NOtex_reverse_num4,121.1044,proteozyme
N2Otex_reverse_num1,41.2198,proteozyme
N2Otex_reverse_num2,116.766,proteozyme
N2Otex_reverse_num3,117.9999,proteozyme
N2Otex_reverse_num4,121.1044,proteozyme
CRNt2rpp_reverse,109.6916,proteozyme
CRNDt2rpp_reverse,109.6916,proteozyme
CTBTt2rpp_reverse,109.6916,proteozyme
PEAMNtex_reverse_num1,41.2198,proteozyme
PEAMNtex_reverse_num2,116.766,proteozyme
PEAMNtex_reverse_num3,117.9999,proteozyme
PEAMNtex_reverse_num4,121.1044,proteozyme
PACALDtex_reverse_num1,41.2198,proteozyme
PACALDtex_reverse_num2,116.766,proteozyme
PACALDtex_reverse_num3,117.9999,proteozyme
PACALDtex_reverse_num4,121.1044,proteozyme
CYANtex_reverse_num1,41.2198,proteozyme
CYANtex_reverse_num2,116.766,proteozyme
CYANtex_reverse_num3,117.9999,proteozyme
CYANtex_reverse_num4,121.1044,proteozyme
SO3tex_reverse_num1,41.2198,proteozyme
SO3tex_reverse_num2,116.766,proteozyme
SO3tex_reverse_num3,117.9999,proteozyme
SO3tex_reverse_num4,121.1044,proteozyme
TCYNTtex_reverse_num1,41.2198,proteozyme
TCYNTtex_reverse_num2,116.766,proteozyme
TCYNTtex_reverse_num3,117.9999,proteozyme
TCYNTtex_reverse_num4,121.1044,proteozyme
METSOX1tex_reverse_num1,41.2198,proteozyme
METSOX1tex_reverse_num2,116.766,proteozyme
METSOX1tex_reverse_num3,117.9999,proteozyme
METSOX1tex_reverse_num4,121.1044,proteozyme
METSOX2tex_reverse_num1,41.2198,proteozyme
METSOX2tex_reverse_num2,116.766,proteozyme
METSOX2tex_reverse_num3,117.9999,proteozyme
METSOX2tex_reverse_num4,121.1044,proteozyme
3UMPtex_reverse_num1,41.2198,proteozyme
3UMPtex_reverse_num2,116.766,proteozyme
3UMPtex_reverse_num3,117.9999,proteozyme
3UMPtex_reverse_num4,121.1044,proteozyme
3GMPtex_reverse_num1,41.2198,proteozyme
3GMPtex_reverse_num2,116.766,proteozyme
3GMPtex_reverse_num3,117.9999,proteozyme
3GMPtex_reverse_num4,121.1044,proteozyme
DOPAtex_reverse_num1,41.2198,proteozyme
DOPAtex_reverse_num2,116.766,proteozyme
DOPAtex_reverse_num3,117.9999,proteozyme
DOPAtex_reverse_num4,121.1044,proteozyme
4HOXPACDtex_reverse_num1,41.2198,proteozyme
4HOXPACDtex_reverse_num2,116.766,proteozyme
4HOXPACDtex_reverse_num3,117.9999,proteozyme
4HOXPACDtex_reverse_num4,121.1044,proteozyme
ETHAtex_reverse_num1,41.2198,proteozyme
ETHAtex_reverse_num2,116.766,proteozyme
ETHAtex_reverse_num3,117.9999,proteozyme
ETHAtex_reverse_num4,121.1044,proteozyme
G3PStex_reverse_num1,41.2198,proteozyme
G3PStex_reverse_num2,116.766,proteozyme
G3PStex_reverse_num3,117.9999,proteozyme
G3PStex_reverse_num4,121.1044,proteozyme
ACGAL1Ptex_reverse_num1,41.2198,proteozyme
ACGAL1Ptex_reverse_num2,116.766,proteozyme
ACGAL1Ptex_reverse_num3,117.9999,proteozyme
ACGAL1Ptex_reverse_num4,121.1044,proteozyme
ACGALtex_reverse_num1,41.2198,proteozyme
ACGALtex_reverse_num2,116.766,proteozyme
ACGALtex_reverse_num3,117.9999,proteozyme
ACGALtex_reverse_num4,121.1044,proteozyme
GLCUR1Ptex_reverse_num1,41.2198,proteozyme
GLCUR1Ptex_reverse_num2,116.766,proteozyme
GLCUR1Ptex_reverse_num3,117.9999,proteozyme
GLCUR1Ptex_reverse_num4,121.1044,proteozyme
UDPGLCURtex_reverse_num1,41.2198,proteozyme
UDPGLCURtex_reverse_num2,116.766,proteozyme
UDPGLCURtex_reverse_num3,117.9999,proteozyme
UDPGLCURtex_reverse_num4,121.1044,proteozyme
ISETACtex_reverse_num1,41.2198,proteozyme
ISETACtex_reverse_num2,116.766,proteozyme
ISETACtex_reverse_num3,117.9999,proteozyme
ISETACtex_reverse_num4,121.1044,proteozyme
UDPGtex_reverse_num1,41.2198,proteozyme
UDPGtex_reverse_num2,116.766,proteozyme
UDPGtex_reverse_num3,117.9999,proteozyme
UDPGtex_reverse_num4,121.1044,proteozyme
UDPGALtex_reverse_num1,121.1044,proteozyme
UDPGALtex_reverse_num2,117.9999,proteozyme
UDPGALtex_reverse_num3,41.2198,proteozyme
UDPGALtex_reverse_num4,116.766,proteozyme
ACGAM1Ptex_reverse_num1,41.2198,proteozyme
ACGAM1Ptex_reverse_num2,116.766,proteozyme
ACGAM1Ptex_reverse_num3,117.9999,proteozyme
ACGAM1Ptex_reverse_num4,121.1044,proteozyme
UACGAMtex_reverse_num1,41.2198,proteozyme
UACGAMtex_reverse_num2,116.766,proteozyme
UACGAMtex_reverse_num3,117.9999,proteozyme
UACGAMtex_reverse_num4,121.1044,proteozyme
UDPACGALtex_reverse_num1,41.2198,proteozyme
UDPACGALtex_reverse_num2,116.766,proteozyme
UDPACGALtex_reverse_num3,117.9999,proteozyme
UDPACGALtex_reverse_num4,121.1044,proteozyme
CBLAT_reverse,21.9989,proteozyme
MSO3tex_reverse_num1,41.2198,proteozyme
MSO3tex_reverse_num2,116.766,proteozyme
MSO3tex_reverse_num3,117.9999,proteozyme
MSO3tex_reverse_num4,121.1044,proteozyme
ARABDI_reverse,389.86,proteozyme
GLYC2Ptex_reverse_num1,41.2198,proteozyme
GLYC2Ptex_reverse_num2,116.766,proteozyme
GLYC2Ptex_reverse_num3,117.9999,proteozyme
GLYC2Ptex_reverse_num4,121.1044,proteozyme
PSERtex_reverse_num1,41.2198,proteozyme
PSERtex_reverse_num2,116.766,proteozyme
PSERtex_reverse_num3,117.9999,proteozyme
PSERtex_reverse_num4,121.1044,proteozyme
R5Ptex_reverse_num1,41.2198,proteozyme
R5Ptex_reverse_num2,116.766,proteozyme
R5Ptex_reverse_num3,117.9999,proteozyme
R5Ptex_reverse_num4,121.1044,proteozyme
THRPtex_reverse_num1,41.2198,proteozyme
THRPtex_reverse_num2,116.766,proteozyme
THRPtex_reverse_num3,117.9999,proteozyme
THRPtex_reverse_num4,121.1044,proteozyme
TYRPtex_reverse_num1,41.2198,proteozyme
TYRPtex_reverse_num2,116.766,proteozyme
TYRPtex_reverse_num3,117.9999,proteozyme
TYRPtex_reverse_num4,121.1044,proteozyme
CITtex_reverse_num1,41.2198,proteozyme
CITtex_reverse_num2,116.766,proteozyme
CITtex_reverse_num3,117.9999,proteozyme
CITtex_reverse_num4,121.1044,proteozyme
ACGAtex_reverse_num1,41.2198,proteozyme
ACGAtex_reverse_num2,116.766,proteozyme
ACGAtex_reverse_num3,117.9999,proteozyme
ACGAtex_reverse_num4,121.1044,proteozyme
IDONt2rpp_reverse,46.0413,proteozyme
G6Ptex_reverse_num1,41.2198,proteozyme
G6Ptex_reverse_num2,116.766,proteozyme
G6Ptex_reverse_num3,117.9999,proteozyme
G6Ptex_reverse_num4,121.1044,proteozyme
MOBDtex_reverse_num1,41.2198,proteozyme
MOBDtex_reverse_num2,116.766,proteozyme
MOBDtex_reverse_num3,117.9999,proteozyme
MOBDtex_reverse_num4,121.1044,proteozyme
NI2tex_reverse_num1,41.2198,proteozyme
NI2tex_reverse_num2,116.766,proteozyme
NI2tex_reverse_num3,117.9999,proteozyme
NI2tex_reverse_num4,121.1044,proteozyme
L_LACt2rpp_reverse_num1,59.1682,proteozyme
L_LACt2rpp_reverse_num2,58.9202,proteozyme
NH4tpp_reverse,133.5441,proteozyme
NO2t2rpp_reverse_num1,49.6934,proteozyme
NO2t2rpp_reverse_num2,28.5625,proteozyme
FRULYSDG_reverse,462.8308,proteozyme
PROt2rpp_reverse_num1,109.6916,proteozyme
PROt2rpp_reverse_num2,50.2157,proteozyme
H2O2tex_reverse_num1,41.2198,proteozyme
H2O2tex_reverse_num2,116.766,proteozyme
H2O2tex_reverse_num3,117.9999,proteozyme
H2O2tex_reverse_num4,121.1044,proteozyme
ALLPI_reverse,32.1466,proteozyme
ALLULPE_reverse,26.1092,proteozyme
ADEtex_reverse_num1,41.2198,proteozyme
ADEtex_reverse_num2,116.766,proteozyme
ADEtex_reverse_num3,117.9999,proteozyme
ADEtex_reverse_num4,121.1044,proteozyme
ADNtex_reverse,33.589,proteozyme
AGMtex_reverse_num1,41.2198,proteozyme
AGMtex_reverse_num2,116.766,proteozyme
AGMtex_reverse_num3,117.9999,proteozyme
AGMtex_reverse_num4,121.1044,proteozyme
ALAtex_reverse_num1,121.1044,proteozyme
ALAtex_reverse_num2,116.766,proteozyme
ALAtex_reverse_num3,41.2198,proteozyme
ALAtex_reverse_num4,117.9999,proteozyme
BALAtex_reverse_num1,41.2198,proteozyme
BALAtex_reverse_num2,116.766,proteozyme
BALAtex_reverse_num3,117.9999,proteozyme
BALAtex_reverse_num4,121.1044,proteozyme
DALAtex_reverse_num1,41.2198,proteozyme
DALAtex_reverse_num2,116.766,proteozyme
DALAtex_reverse_num3,117.9999,proteozyme
DALAtex_reverse_num4,121.1044,proteozyme
AMPtex_reverse_num1,117.9999,proteozyme
AMPtex_reverse_num2,121.1044,proteozyme
AMPtex_reverse_num3,116.766,proteozyme
AMPtex_reverse_num4,41.2198,proteozyme
ARBtex_reverse_num1,41.2198,proteozyme
ARBtex_reverse_num2,116.766,proteozyme
ARBtex_reverse_num3,117.9999,proteozyme
ARBtex_reverse_num4,121.1044,proteozyme
ARGtex_reverse_num1,41.2198,proteozyme
ARGtex_reverse_num2,116.766,proteozyme
ARGtex_reverse_num3,117.9999,proteozyme
ARGtex_reverse_num4,121.1044,proteozyme
ASCBtex_reverse_num1,41.2198,proteozyme
ASCBtex_reverse_num2,116.766,proteozyme
ASCBtex_reverse_num3,117.9999,proteozyme
ASCBtex_reverse_num4,121.1044,proteozyme
MMETtex_reverse_num1,41.2198,proteozyme
MMETtex_reverse_num2,116.766,proteozyme
MMETtex_reverse_num3,117.9999,proteozyme
MMETtex_reverse_num4,121.1044,proteozyme
FE3tex_reverse_num1,41.2198,proteozyme
FE3tex_reverse_num2,116.766,proteozyme
FE3tex_reverse_num3,117.9999,proteozyme
FE3tex_reverse_num4,121.1044,proteozyme
MG2tex_reverse_num1,41.2198,proteozyme
MG2tex_reverse_num2,116.766,proteozyme
MG2tex_reverse_num3,117.9999,proteozyme
MG2tex_reverse_num4,121.1044,proteozyme
Zn2tex_reverse_num1,41.2198,proteozyme
Zn2tex_reverse_num2,116.766,proteozyme
Zn2tex_reverse_num3,117.9999,proteozyme
Zn2tex_reverse_num4,121.1044,proteozyme
CD2tex_reverse_num1,41.2198,proteozyme
CD2tex_reverse_num2,116.766,proteozyme
CD2tex_reverse_num3,117.9999,proteozyme
CD2tex_reverse_num4,121.1044,proteozyme
GLUABUTt7pp_reverse,55.0767,proteozyme
GLUt2rpp_reverse,47.1592,proteozyme
GLYALDtpp_reverse,119.12,proteozyme
DHPTPE_reverse,112.6563,proteozyme
ASO3tex_reverse_num1,41.2198,proteozyme
ASO3tex_reverse_num2,116.766,proteozyme
ASO3tex_reverse_num3,117.9999,proteozyme
ASO3tex_reverse_num4,121.1044,proteozyme
MANGLYCtex_reverse_num1,41.2198,proteozyme
MANGLYCtex_reverse_num2,116.766,proteozyme
MANGLYCtex_reverse_num3,117.9999,proteozyme
MANGLYCtex_reverse_num4,121.1044,proteozyme
FRUURt2rpp_reverse,47.1379,proteozyme
FRUURtex_reverse_num1,41.2198,proteozyme
FRUURtex_reverse_num2,116.766,proteozyme
FRUURtex_reverse_num3,117.9999,proteozyme
FRUURtex_reverse_num4,121.1044,proteozyme
GLYCAt2rpp_reverse_num1,49.0092,proteozyme
GLYCAt2rpp_reverse_num2,49.1421,proteozyme
GLYCAtex_reverse_num1,41.2198,proteozyme
GLYCAtex_reverse_num2,116.766,proteozyme
GLYCAtex_reverse_num3,117.9999,proteozyme
GLYCAtex_reverse_num4,121.1044,proteozyme
FALDH2_reverse,78.718,proteozyme
GLYCtpp_reverse,119.12,proteozyme
H2Otpp_reverse,94.8112,proteozyme
HCINNMt2rpp_reverse,41.5508,proteozyme
HISt2rpp_reverse,49.6901,proteozyme
CBIAT_reverse,21.9989,proteozyme
COBALT2tex_reverse_num1,41.2198,proteozyme
COBALT2tex_reverse_num2,116.766,proteozyme
COBALT2tex_reverse_num3,117.9999,proteozyme
COBALT2tex_reverse_num4,121.1044,proteozyme
DIMPtex_reverse_num1,41.2198,proteozyme
DIMPtex_reverse_num2,116.766,proteozyme
DIMPtex_reverse_num3,117.9999,proteozyme
DIMPtex_reverse_num4,121.1044,proteozyme
GALURt2rpp_reverse,46.8923,proteozyme
GLCNt2rpp_reverse_num1,45.9666,proteozyme
GLCNt2rpp_reverse_num2,47.1379,proteozyme
GLCNt2rpp_reverse_num3,46.4159,proteozyme
GLCNt2rpp_reverse_num4,46.0413,proteozyme
GLCRt2rpp_reverse_num1,49.0092,proteozyme
GLCRt2rpp_reverse_num2,49.1421,proteozyme
GLCURt2rpp_reverse_num1,33.6693,proteozyme
GLCURt2rpp_reverse_num2,46.8923,proteozyme
XTSNtex_reverse_num1,41.2198,proteozyme
XTSNtex_reverse_num2,116.766,proteozyme
XTSNtex_reverse_num3,117.9999,proteozyme
XTSNtex_reverse_num4,121.1044,proteozyme
GLUDy_reverse_num1,291.4882,proteozyme
GLUDy_reverse_num2,861.249,proteozyme
UREAtpp_reverse,119.12,proteozyme
PPPNt2rpp_reverse,41.5927,proteozyme
PTRCORNt7pp_reverse,46.4949,proteozyme
HG2tex_reverse_num1,41.2198,proteozyme
HG2tex_reverse_num2,116.766,proteozyme
HG2tex_reverse_num3,117.9999,proteozyme
HG2tex_reverse_num4,121.1044,proteozyme
DADNtex_reverse,33.589,proteozyme
DHAtex_reverse_num1,41.2198,proteozyme
DHAtex_reverse_num2,116.766,proteozyme
DHAtex_reverse_num3,117.9999,proteozyme
DHAtex_reverse_num4,121.1044,proteozyme
ETOHtex_reverse_num1,41.2198,proteozyme
ETOHtex_reverse_num2,116.766,proteozyme
ETOHtex_reverse_num3,117.9999,proteozyme
ETOHtex_reverse_num4,121.1044,proteozyme
HACD3_reverse_num1,159.1878,proteozyme
HACD3_reverse_num2,77.0722,proteozyme
ACACtex_reverse_num1,41.2198,proteozyme
ACACtex_reverse_num2,116.766,proteozyme
ACACtex_reverse_num3,117.9999,proteozyme
ACACtex_reverse_num4,121.1044,proteozyme
ACNAMtex_reverse_num1,117.9999,proteozyme
ACNAMtex_reverse_num2,27.888,proteozyme
ACNAMtex_reverse_num3,121.1044,proteozyme
H2Stex_reverse_num1,116.766,proteozyme
H2Stex_reverse_num2,41.2198,proteozyme
H2Stex_reverse_num3,121.1044,proteozyme
H2Stex_reverse_num4,117.9999,proteozyme
E4PD_reverse_num1,149.1976,proteozyme
E4PD_reverse_num2,142.13,proteozyme
DADK_reverse,23.586,proteozyme
4PEPTtex_reverse_num1,41.2198,proteozyme
4PEPTtex_reverse_num2,116.766,proteozyme
4PEPTtex_reverse_num3,117.9999,proteozyme
4PEPTtex_reverse_num4,121.1044,proteozyme
CRNCAR_reverse,28.1902,proteozyme
GLYCLTt2rpp_reverse_num1,59.1682,proteozyme
